Context-Cat,Category,URL
Bags &amp; Handbags|Shop Clearance,Tech Accessories,http://www.zappos.com/tech-accessories/COjWARCF4QHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Bags &amp; Handbags|Shop Clearance,Bags & Packs,http://www.zappos.com/bags-packs/COjWARDJ2QHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Bags &amp; Handbags|Shop Clearance,Makeup,http://www.zappos.com/makeup/COjWARDt2AHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Bags &amp; Handbags|Shop Clearance,Swimwear,http://www.zappos.com/swimwear/COjWARDR1wHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Accessories|Shop Accessories,Hats,http://www.zappos.com/hats~1
Accessories|Shop Accessories,Belts,http://www.zappos.com/belts~1
Accessories|Shop Accessories,Scarves,http://www.zappos.com/scarves~1
Accessories|Shop Accessories,Tech Accessories,http://www.zappos.com/tech-accessories~1
Accessories|Shop Accessories,Gloves,http://www.zappos.com/gloves~1
Accessories|Shop Accessories,Ties,http://www.zappos.com/ties~1
Accessories|Shop Accessories,Hair Accessories,http://www.zappos.com/hair-accessories~6
Accessories|Shop Accessories,Umbrellas,http://www.zappos.com/umbrellas~1
Accessories|Shop Accessories,Wallets & Accessories,http://www.zappos.com/wallets-accessories~a
Accessories|Shop Accessories,Swimwear,http://www.zappos.com/swimwear/COfWARDR1wHiAgIBAg.zso?s=goliveRecentSalesStyle/desc/
Accessories|Shop Accessories,Handbags,http://www.zappos.com/handbags~7x
Accessories|Shop Accessories,Cufflinks,http://www.zappos.com/cufflinks/COfWARCv2QHiAgIBAg.zso?s=goliveRecentSalesStyle/desc/
Accessories|Shop Accessories,Laptop Bags,http://www.zappos.com/laptop-bags~18
Baby Shop|Toddler Shoes,Sneakers & Athletic Shoes,http://www.zappos.com/sneakers-athletic-shoes/CK_XARC81wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Sandals,http://www.zappos.com/sandals~I
Baby Shop|Toddler Shoes,Flats,http://www.zappos.com/flats~s
Baby Shop|Toddler Shoes,Boots,http://www.zappos.com/boots/CK_XARCz1wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Slippers,http://www.zappos.com/slippers/CK_XARC71wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Loafers,http://www.zappos.com/loafers/CK_XARC21wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Oxfords,http://www.zappos.com/oxfords/CK_XARC31wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Clogs & Mules,http://www.zappos.com/clogs-mules/CK_XARC01wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Boat Shoes,http://www.zappos.com/boat-shoes/CK_XARCy1wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Heels,http://www.zappos.com/heels/CK_XARC41wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Shoes,Insoles & Accessories,http://www.zappos.com/insoles-accessories/CK_XARC61wGQAQLiAgMBEgI.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Kids' Sets,http://www.zappos.com/kids-sets/CKvXARDD1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Swimwear,http://www.zappos.com/swimwear/CKvXARDR1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Baby One Pieces,http://www.zappos.com/baby-one-pieces/CKvXARDC1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Shirts & Tops,http://www.zappos.com/shirts-tops/CKvXARDL1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Socks,http://www.zappos.com/socks/CKvXARDO1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Dresses,http://www.zappos.com/dresses/CKvXARDE1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Coats & Outerwear,http://www.zappos.com/coats-outerwear/CKvXARDH1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Shorts,http://www.zappos.com/shorts/CKvXARDM1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Sleepwear,http://www.zappos.com/sleepwear/CKvXARDJ1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Pants,http://www.zappos.com/pants/CKvXARDK1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Jeans,http://www.zappos.com/jeans/CKvXARDI1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Hoodies & Sweatshirts,http://www.zappos.com/hoodies-sweatshirts/CKvXARDF1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Jumpsuits & Rompers,http://www.zappos.com/jumpsuits-rompers/CKvXARCN3QE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Sweaters,http://www.zappos.com/sweaters/CKvXARDQ1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Blazers & Jackets,http://www.zappos.com/blazers-jackets/CKvXARDP1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Infant Clothing,Skirts,http://www.zappos.com/skirts/CKvXARDN1wE6ArwT4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Shirts & Tops,http://www.zappos.com/shirts-tops/CKvXARDL1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Swimwear,http://www.zappos.com/swimwear/CKvXARDR1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Dresses,http://www.zappos.com/dresses/CKvXARDE1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Shorts,http://www.zappos.com/shorts/CKvXARDM1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Socks,http://www.zappos.com/socks/CKvXARDO1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Coats & Outerwear,http://www.zappos.com/coats-outerwear/CKvXARDH1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Pants,http://www.zappos.com/pants/CKvXARDK1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Kids' Sets,http://www.zappos.com/kids-sets/CKvXARDD1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Jeans,http://www.zappos.com/jeans/CKvXARDI1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Sleepwear,http://www.zappos.com/sleepwear/CKvXARDJ1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Hoodies & Sweatshirts,http://www.zappos.com/hoodies-sweatshirts/CKvXARDF1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Sweaters,http://www.zappos.com/sweaters/CKvXARDQ1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Skirts,http://www.zappos.com/skirts/CKvXARDN1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Jumpsuits & Rompers,http://www.zappos.com/jumpsuits-rompers/CKvXARCN3QE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Blazers & Jackets,http://www.zappos.com/blazers-jackets/CKvXARDP1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Suits,http://www.zappos.com/suits/CKvXARCu4AE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Baby One Pieces,http://www.zappos.com/baby-one-pieces/CKvXARDC1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|Toddler Clothing,Underwear,http://www.zappos.com/underwear/CKvXARDT1wE6Ar4T4gIDAQcC.zso?s=goliveRecentSalesStyle/desc/
Baby Shop|For the Parents,Baby Care,http://www.zappos.com/baby-care~2
Baby Shop|For the Parents,Travel,http://www.zappos.com/travel~2
Baby Shop|For the Parents,Furniture,http://www.zappos.com/furniture~1
Baby Shop|For the Parents,Play Time,http://www.zappos.com/play-time~1
Baby Shop|For the Parents,Bags & Packs,http://www.zappos.com/bags-packs~8
Baby Shop|For the Parents,Bedding,http://www.zappos.com/bedding~e
Baby Shop|Shop Clearance,Baby Care,http://www.zappos.com/baby-care/CITaARCH2gHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Baby Shop|Shop Clearance,Travel,http://www.zappos.com/travel/CITaARCK4QHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Baby Shop|Shop Clearance,Bags & Packs,http://www.zappos.com/bags-packs/CITaARDJ2QHgAQHiAgMBHAI.zso?s=recentSalesStyle/desc/
Eyewear|Shop All,Sunglasses,http://www.zappos.com/sunglasses-eyewear~k
Eyewear|Shop All,Glasses,http://www.zappos.com/glasses~2
Eyewear|Shop All,Goggles,http://www.zappos.com/goggles~1
Eyewear|Shop by Gender,Sunglasses,http://www.zappos.com/sunglasses-eyewear~k
Eyewear|Shop by Gender,Glasses,http://www.zappos.com/glasses~2
Eyewear|Shop by Gender,Goggles,http://www.zappos.com/goggles~1
Eyewear|Shop by Style,Sunglasses,http://www.zappos.com/sunglasses-eyewear~k
Eyewear|Shop by Style,Glasses,http://www.zappos.com/glasses~2
Eyewear|Shop by Style,Goggles,http://www.zappos.com/goggles~1
Eyewear|Shop by Feature,Sunglasses,http://www.zappos.com/sunglasses-eyewear~k
Eyewear|Shop by Feature,Glasses,http://www.zappos.com/glasses~2
Eyewear|Shop by Feature,Goggles,http://www.zappos.com/goggles~1
Jewelry|Shop All Jewelry,Bracelets,http://www.zappos.com/bracelets~3
Jewelry|Shop All Jewelry,Earrings,http://www.zappos.com/earrings~3
Jewelry|Shop All Jewelry,Necklaces,http://www.zappos.com/necklaces~2
Jewelry|Shop All Jewelry,Rings,http://www.zappos.com/rings~1
Jewelry|Shop All Jewelry,Key Chains,http://www.zappos.com/key-chains~2
Jewelry|Shop All Jewelry,Cufflinks,http://www.zappos.com/cufflinks~1
Jewelry|Shop All Jewelry,Jewelry Boxes & Cleaners,http://www.zappos.com/jewelry-boxes-cleaners~3
Jewelry|Shop All Jewelry,Jewelry Sets,http://www.zappos.com/jewelry-sets~6
Jewelry|Shop All Jewelry,Pins & Brooches,http://www.zappos.com/pins-brooches~1
Jewelry|Shop All Jewelry,Tie Clips,http://www.zappos.com/tie-clips~1
Jewelry|Shop All Jewelry,Ties,http://www.zappos.com/ties/CK7XARCL1wHiAgIBAg.zso?s=goliveRecentSalesStyle/desc/
Jewelry|Men&#039;s Jewelry,Bracelets,http://www.zappos.com/men-bracelets~1
Jewelry|Men&#039;s Jewelry,Cufflinks,http://www.zappos.com/men-cufflinks~1
Jewelry|Men&#039;s Jewelry,Necklaces,http://www.zappos.com/men-necklaces~1
Jewelry|Men&#039;s Jewelry,Rings,http://www.zappos.com/men-rings~1
Jewelry|Men&#039;s Jewelry,Tie Clips,http://www.zappos.com/men-tie-clips~1
Jewelry|Men&#039;s Jewelry,Jewelry Boxes & Cleaners,http://www.zappos.com/men-jewelry-boxes-cleaners~1
Jewelry|Men&#039;s Jewelry,Ties,http://www.zappos.com/men-ties/CK7XARCL1wHAAQLiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Jewelry|Men&#039;s Jewelry,Key Chains,http://www.zappos.com/men-key-chains/CK7XARC02QHAAQLiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Jewelry|Men&#039;s Jewelry,Pins & Brooches,http://www.zappos.com/men-pins-brooches/CK7XARC22QHAAQLiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Jewelry|Watches,Fashion Watches,http://www.zappos.com/fashion-watches~1
Jewelry|Watches,Casual Watches,http://www.zappos.com/casual-watches~1
Jewelry|Watches,Sport Watches,http://www.zappos.com/sport-watches~1
Jewelry|Watches,Luxury Watches,http://www.zappos.com/luxury-watches~2
Watches|Watches,Fashion Watches,http://www.zappos.com/fashion-watches~1
Watches|Watches,Casual Watches,http://www.zappos.com/casual-watches~1
Watches|Watches,Sport Watches,http://www.zappos.com/sport-watches~1
Watches|Watches,Luxury Watches,http://www.zappos.com/luxury-watches~2
Watches|Shop by Occasion,Fashion Watches,http://www.zappos.com/fashion-watches~1
Watches|Shop by Occasion,Casual Watches,http://www.zappos.com/casual-watches~1
Watches|Shop by Occasion,Sport Watches,http://www.zappos.com/sport-watches~1
Watches|Shop by Occasion,Luxury Watches,http://www.zappos.com/luxury-watches~2
Watches|Shop by Color,Fashion Watches,http://www.zappos.com/fashion-watches~1
Watches|Shop by Color,Casual Watches,http://www.zappos.com/casual-watches~1
Watches|Shop by Color,Sport Watches,http://www.zappos.com/sport-watches~1
Watches|Shop by Color,Luxury Watches,http://www.zappos.com/luxury-watches~2
Watches|Shop by Display,Fashion Watches,http://www.zappos.com/fashion-watches~1
Watches|Shop by Display,Casual Watches,http://www.zappos.com/casual-watches~1
Watches|Shop by Display,Sport Watches,http://www.zappos.com/sport-watches~1
Watches|Shop by Display,Luxury Watches,http://www.zappos.com/luxury-watches~2
Watches|Shop by Face Shape,Fashion Watches,http://www.zappos.com/fashion-watches~1
Watches|Shop by Face Shape,Casual Watches,http://www.zappos.com/casual-watches~1
Watches|Shop by Face Shape,Sport Watches,http://www.zappos.com/sport-watches~1
Watches|Shop by Face Shape,Luxury Watches,http://www.zappos.com/luxury-watches~2
Women|Women&#039;s Clothing,Shirts & Tops,http://www.zappos.com/women-shirts-tops~2
Women|Women&#039;s Clothing,Swimwear,http://www.zappos.com/womens-swimwear~54
Women|Women&#039;s Clothing,Dresses,http://www.zappos.com/womens-dresses~eJ
Women|Women&#039;s Clothing,Underwear & Intimates,http://www.zappos.com/womens-underwear-intimates-clothing~20
Women|Women&#039;s Clothing,Pants,http://www.zappos.com/womens-pants-clothing~1x
Women|Women&#039;s Clothing,Shorts,http://www.zappos.com/womens-shorts-clothing~1j
Women|Women&#039;s Clothing,Jeans,http://www.zappos.com/womens-jeans~70
Women|Women&#039;s Clothing,Socks,http://www.zappos.com/womens-socks-clothing~1
Women|Women&#039;s Clothing,Skirts,http://www.zappos.com/womens-skirts-clothing~27
Women|Women&#039;s Clothing,Coats & Outerwear,http://www.zappos.com/women-coats-outerwear~2
Women|Women&#039;s Clothing,Sweaters,http://www.zappos.com/women-sweaters~2
Women|Women&#039;s Clothing,Sleepwear,http://www.zappos.com/women-sleepwear~1
Women|Women&#039;s Clothing,Hoodies & Sweatshirts,http://www.zappos.com/womens-hoodies-sweatshirts-clothing~1
Women|Women&#039;s Clothing,Jumpsuits & Rompers,http://www.zappos.com/womens-jumpsuits-rompers-clothing~p
Women|Women&#039;s Clothing,Blazers & Jackets,http://www.zappos.com/women-blazers-jackets~h
Women|Women&#039;s Clothing,Scarves,http://www.zappos.com/women-scarves/CKvXARCK1wHAAQHiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Women|Women&#039;s Clothing,Handbags,http://www.zappos.com/women-handbags/CKvXARCS1wHAAQHiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Women|Women&#039;s Clothing,Suits,http://www.zappos.com/women-suits/CKvXARCu4AHAAQHiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Women|Women&#039;s Shoes,Sandals,http://www.zappos.com/womens-sandals~tN
Women|Women&#039;s Shoes,Heels,http://www.zappos.com/womens-heels~C8
Women|Women&#039;s Shoes,Sneakers & Athletic Shoes,http://www.zappos.com/womens-sneakers-athletic-shoes~gJ
Women|Women&#039;s Shoes,Boots,http://www.zappos.com/womens-boots~zj
Women|Women&#039;s Shoes,Flats,http://www.zappos.com/womens-flats~jN
Women|Women&#039;s Shoes,Loafers,http://www.zappos.com/womens-loafers~3W
Women|Women&#039;s Shoes,Clogs & Mules,http://www.zappos.com/womens-clogs-mules~8c
Women|Women&#039;s Shoes,Slippers,http://www.zappos.com/womens-slippers~2m
Women|Women&#039;s Shoes,Oxfords,http://www.zappos.com/womens-oxfords-shoes~21
Women|Women&#039;s Shoes,Boat Shoes,http://www.zappos.com/womens-boat-shoes~w
Women|Women&#039;s Shoes,Insoles & Accessories,http://www.zappos.com/womens-insoles-accessories-shoes~1
Women|Women&#039;s Shoes,Climbing,http://www.zappos.com/womens-climbing-shoes~1
Men|Men&#039;s Shoes,Sneakers & Athletic Shoes,http://www.zappos.com/mens-sneakers-athletic-shoes~dA
Men|Men&#039;s Shoes,Boots,http://www.zappos.com/mens-boots~60
Men|Men&#039;s Shoes,Oxfords,http://www.zappos.com/mens-oxfords-shoes~36
Men|Men&#039;s Shoes,Loafers,http://www.zappos.com/mens-loafers~3t
Men|Men&#039;s Shoes,Sandals,http://www.zappos.com/mens-sandals~3k
Men|Men&#039;s Shoes,Boat Shoes,http://www.zappos.com/mens-boat-shoes~19
Men|Men&#039;s Shoes,Slippers,http://www.zappos.com/mens-slippers~V
Men|Men&#039;s Shoes,Clogs & Mules,http://www.zappos.com/mens-clogs-mules~k
Men|Men&#039;s Shoes,Insoles & Accessories,http://www.zappos.com/mens-insoles-accessories-shoes~1
Men|Men&#039;s Shoes,Climbing,http://www.zappos.com/mens-climbing-shoes~1
Men|Men&#039;s Shoes,Flats,http://www.zappos.com/mens-flats~d
Men|Men&#039;s Clothing,Shirts & Tops,http://www.zappos.com/men-shirts-tops~2
Men|Men&#039;s Clothing,Shorts,http://www.zappos.com/mens-shorts-clothing~1L
Men|Men&#039;s Clothing,Swimwear,http://www.zappos.com/mens-swimwear~1m
Men|Men&#039;s Clothing,Socks,http://www.zappos.com/mens-socks-clothing~1
Men|Men&#039;s Clothing,Pants,http://www.zappos.com/mens-pants-clothing~1q
Men|Men&#039;s Clothing,Jeans,http://www.zappos.com/mens-jeans~3R
Men|Men&#039;s Clothing,Coats & Outerwear,http://www.zappos.com/men-coats-outerwear~2
Men|Men&#039;s Clothing,Underwear,http://www.zappos.com/mens-underwear-clothing~2
Men|Men&#039;s Clothing,Hoodies & Sweatshirts,http://www.zappos.com/mens-hoodies-sweatshirts-clothing~2
Men|Men&#039;s Clothing,Sweaters,http://www.zappos.com/mens-sweaters-clothing~2
Men|Men&#039;s Clothing,Blazers & Jackets,http://www.zappos.com/men-blazers-jackets/CKvXARDP1wHAAQLiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
Men|Men&#039;s Clothing,Sleepwear,http://www.zappos.com/men-sleepwear~1
Men|Men&#039;s Clothing,Suits,http://www.zappos.com/men-suits/CKvXARCu4AHAAQLiAgMBGAI.zso?s=goliveRecentSalesStyle/desc/
